Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	divide	multiply	add
of Arrows	100	1	1	80		65				1	7	hit-skill	Magic Enhanced Arrow	15	15									1	blac	arrm	boqm									0	0	0
of the Catalyst	100	1	1	42	60	42				4	63	extra-ele-all		6	10									1	dgrn	staf	bow	xbow	jave							0	0	0
of the Catalyst	100	1	1	48	72	48				4	63	extra-ele-all		11	15									1	dgrn	staf	bow	xbow	jave							0	0	0
of the Catalyst	100	1	1	60		72				4	63	extra-ele-all		16	25									1	dgrn	staf	bow	xbow	jave							0	0	0
of the Catalyst	100	1	1	72		72				4	63	extra-ele-all		26	40									1	dgrn	staf	bow	xbow	jave							0	0	0
of the Catalyst	100	1	1	85		72				2	63	extra-ele-all		41	60									1	dgrn	staf	bow	xbow	jave							0	0	0
of the Conflux	100	1	1	42	60	42				4	62	pierce-res-all		4	5									1	dred	staf	bow	xbow	jave							0	0	0
of the Conflux	100	1	1	48	85	48				4	62	pierce-res-all		6	10									1	dred	staf	bow	xbow	jave							0	0	0
of the Conflux	100	1	1	60		72				4	62	pierce-res-all		11	15									1	dred	staf	bow	xbow	jave							0	0	0
of the Conflux	100	1	1	72		72				4	62	pierce-res-all		16	25									1	dred	staf	bow	xbow	jave							0	0	0
of the Conflux	100	1	1	85		72				2	62	pierce-res-all		26	40									1	dred	staf	bow	xbow	jave							0	0	0
of Skill Master	100	1	1	96		60				5	58	oskill	Mana Shards	10	20									1	cblu	staf										0	0	0
of Skill Master	100	1	1	96		60				5	58	oskill	Plasma Swarm	10	20									1	dyel	scep										0	0	0
of Skill Master	100	1	1	96		60				5	58	oskill	Apocalypse	10	20									1	cred	orb										0	0	0
of Skill Master	100	1	1	96		60				5	58	oskill	Emberquake	10	20									1	cred	hamm										0	0	0
of Skill Master	100	1	1	96		60				5	58	oskill	Incinerate	10	20									1	cred	wand										0	0	0
of Damage Amplification	100	1	1	20	80	15				2	48	hit-skill	Amplify Damage	3	10									1	lgry	glov										0	0	0
of Damage Amplification	100	1	1	60		40				2	48	hit-skill	Amplify Damage	3	30									1	dgry	glov										0	0	0
of Damage Amplification	100	1	1	92		59				1	48	hit-skill	Amplify Damage	3	50									1	blac	glov										0	0	0
of Lower Resist	100	1	1	20	80	15				2	48	hit-skill	Lower Resist	3	10									1	lred	glov										0	0	0
of Lower Resist	100	1	1	60		40				2	48	hit-skill	Lower Resist	3	30									1	dred	glov										0	0	0
of Lower Resist	100	1	1	92		59				1	48	hit-skill	Lower Resist	3	50									1	cred	glov										0	0	0
of Pierce Flesh and Bone	100	1	1	20	80	15				2	48	hit-skill	Poison Mastery	3	10									1	lgrn	glov										0	0	0
of Pierce Flesh and Bone	100	1	1	60		40				2	48	hit-skill	Poison Mastery	3	30									1	dgrn	glov										0	0	0
of Pierce Flesh and Bone	100	1	1	92		59				1	48	hit-skill	Poison Mastery	3	50									1	cgrn	glov										0	0	0
of Branding	100	1	1	20	80	12				2	48	hit-skill	Fire Brand	4	1									1	lred	glov										0	0	0
of Branding	100	1	1	40		25				2	48	hit-skill	Fire Brand	6	1									1	dred	glov										0	0	0
of Branding	100	1	1	70		47				2	48	hit-skill	Fire Brand	8	1									1	dred	glov										0	0	0
of Branding	100	1	1	92		59				1	48	hit-skill	Fire Brand	10	1									1	cred	glov										0	0	0
of Branding	100	1	1	20	80	12				2	48	hit-skill	Cold Brand	4	1									1	lblu	glov										0	0	0
of Branding	100	1	1	40		25				2	48	hit-skill	Cold Brand	6	1									1	dblu	glov										0	0	0
of Branding	100	1	1	70		47				2	48	hit-skill	Cold Brand	8	1									1	dblu	glov										0	0	0
of Branding	100	1	1	92		59				1	48	hit-skill	Cold Brand	10	1									1	cblu	glov										0	0	0
of Branding	100	1	1	20	80	12				2	48	hit-skill	Lightning Brand	4	1									1	lyel	glov										0	0	0
of Branding	100	1	1	40		25				2	48	hit-skill	Lightning Brand	6	1									1	lyel	glov										0	0	0
of Branding	100	1	1	70		47				2	48	hit-skill	Lightning Brand	8	1									1	dyel	glov										0	0	0
of Branding	100	1	1	92		59				1	48	hit-skill	Lightning Brand	10	1									1	dyel	glov										0	0	0
of Branding	100		1	20	80	12				2	48	hit-skill	Poison Brand	4	1									1	lgrn	glov										0	0	0
of Branding	100		1	40		25				2	48	hit-skill	Poison Brand	6	1									1	dgrn	glov										0	0	0
of Branding	100		1	70		47				2	48	hit-skill	Poison Brand	8	1									1	dgrn	glov										0	0	0
of Branding	100		1	92		59				1	48	hit-skill	Poison Brand	10	1									1	cgrn	glov										0	0	0
of Branding	100	1	1	20	80	12				2	48	hit-skill	Magic Brand	4	1									1	lgry	glov										0	0	0
of Branding	100	1	1	40		25				2	48	hit-skill	Magic Brand	6	1									1	whit	glov										0	0	0
of Branding	100	1	1	70		47				2	48	hit-skill	Magic Brand	8	1									1	whit	glov										0	0	0
of Branding	100	1	1	92		59				1	48	hit-skill	Magic Brand	10	1									1	bwht	glov										0	0	0
of Branding	100	1	1	20	80	12				2	48	hit-skill	Wind Brand	4	1									1	lgry	glov										0	0	0
of Branding	100	1	1	40		25				2	48	hit-skill	Wind Brand	6	1									1	dgry	glov										0	0	0
of Branding	100	1	1	70		47				2	48	hit-skill	Wind Brand	8	1									1	dgry	glov										0	0	0
of Branding	100	1	1	92		59				1	48	hit-skill	Wind Brand	10	1									1	blac	glov										0	0	0
of Cold Blast	100	1	1	12	36	10				2	48	hit-skill	Fire Trauma	3	15									1	lblu	tkni	h2h	asnx								0	0	0
of Cold Blast	100	1	1	24	48	20				2	48	hit-skill	Fire Trauma	3	25									1	lblu	tkni	h2h	asnx								0	0	0
of Cold Blast	100	1	1	36	60	30				2	48	hit-skill	Fire Trauma	3	35									1	lblu	tkni	h2h	asnx								0	0	0
of Cold Blast	100	1	1	48	80	40				2	48	hit-skill	Fire Trauma	3	45									1	lblu	tkni	h2h	asnx								0	0	0
of Cold Blast	100	1	1	60		50				2	48	hit-skill	Fire Trauma	3	60									1	lblu	tkni	h2h	asnx								0	0	0
of Ice Fangs	100	1	1	12	36	10				2	48	hit-skill	STeeth	5	15									1	dblu	tkni	h2h	asnx								0	0	0
of Ice Fangs	100	1	1	24	48	20				2	48	hit-skill	STeeth	5	25									1	dblu	tkni	h2h	asnx								0	0	0
of Ice Fangs	100	1	1	36	60	30				2	48	hit-skill	STeeth	5	35									1	dblu	tkni	h2h	asnx								0	0	0
of Ice Fangs	100	1	1	48	80	40				2	48	hit-skill	STeeth	5	45									1	dblu	tkni	h2h	asnx								0	0	0
of Ice Fangs	100	1	1	60		50				2	48	hit-skill	STeeth	5	60									1	dblu	tkni	h2h	asnx								0	0	0
of Cold Wave	100	1	1	12	36	10				2	48	hit-skill	SCold Missiles	3	15									1	cblu	tkni	h2h	asnx								0	0	0
of Cold Wave	100	1	1	24	48	20				2	48	hit-skill	SCold Missiles	3	25									1	cblu	tkni	h2h	asnx								0	0	0
of Cold Wave	100	1	1	36	60	30				2	48	hit-skill	SCold Missiles	3	35									1	cblu	tkni	h2h	asnx								0	0	0
of Cold Wave	100	1	1	48	80	40				2	48	hit-skill	SCold Missiles	3	45									1	cblu	tkni	h2h	asnx								0	0	0
of Cold Wave	100	1	1	60		50				2	48	hit-skill	SCold Missiles	3	60									1	cblu	tkni	h2h	asnx								0	0	0
