index	*ID	version	enabled	*Skip Generation	ladder	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
The Wanderer's Guard	419	0	1			1	1	23	17	fhl	Full Helm		8	20000	blac	blac		invfhlu				tinkerflag2		25	35	light		-3	-3	res-all		15	15	red-dmg		5	10	red-mag		5	10	oskill	Slow Teleport	1	1	move2		20	30	dodge		10	10																		0
Fearful Bane	420	0	1			1	1	27	20	msk	Mask		8	20000	lblu	lblu						tinkerflag2		25	35	res-cold		30	30	res-ltng		30	30	cast3		30	30	light		5	15	ac%		50	100	ac/lvl	8			mana-kill		10	20	res-fire		30	30	heal-kill		10	20										0
Albrieght's Bonemask	421	0	1			1	1	28	21	bhm	Bone Helm		8	20000	lgrn	lgrn		invbhmu				tinkerflag2		25	35	allskills		1	1	mana		25	50	dmg-to-mana		30	30	regen		50	100	mana/lvl	8			res-cold/lvl	4			extra-summ		5	10																		0
Raging Wolf	422	0	1			1	1	34	27	ghm	Great Helm		9	25000	dgry	dgry						tinkerflag2		25	35	ac%		60	90	allskills		1	1	light		3	3	red-mag		10	15	skill	Summon Spirit Wolf	3	3	skill	Twin Fangs	3	3	red-dmg		5	10	hp/lvl	4																0
Leoric's Rule	423	0	1			1	1	39	29	crn	Crown		9	25000	blac	blac						tinkerflag2		25	35	ac		50	100	extra-summ		10	20	res-all		15	25	enr		10	20	hp/lvl	20			res-pois		15	30	oskill	Summon Skeleton King	1	3																		0
Crown of the Mountain King	424	0	1			1	1	36	31	dwc	Dwarven Crown		9	25000	blac	blac						tinkerflag2		25	35	ac%		50	90	str		30	40	light		1	4	swing2		20	20	indestruct		1	1	allskills		1	1	dmg-max		25	30	gold%		100	150														0
Cap of the Blessed	425	0	1			1	1	36	28	xap	War Hat		9	25000	whit	whit						tinkerflag2		25	35	allskills		1	1	res-all		10	20	str		15	20	dex		15	20	vit		15	20	enr		15	20	nofreeze		1	1	strpercent		5	15	dexpercent		5	15	vitpercent		5	15	enepercent		5	15		0
Knowledge	426	0	1			1	1	39	31	xkp	Sallet		9	25000	lblu	lblu		invxkpu				tinkerflag2		25	35	allskills		2	2	pierce-fire		5	15	pierce-cold		5	15	pierce-ltng		5	15	light		3	5	regen-mana		10	25	enr		15	30	enepercent		10	20														0
The Eagle Helm	427	0	1			1	1	43	35	xlm	Casque		10	30000	dyel	dyel		invhlmu				tinkerflag2		25	35	ac%		50	100	hp%		10	20	swing3		30	30	att%		50	100	ignore-ac		1	1	pierce		30	30	dex/lvl	4			hit-skill	Inner Sight	2	10														0
Spirit of Life	428	0	1			1	1	64	58	xht	Ethereal Crown		12	40000	cred	cred		inveht				tinkerflag2		25	35	hp%		10	10	vitpercent		10	20	hp		200	200	regen		150	200	sock		2	2	oskill	Spirit of Nature	10	20	allskills		1	1	passive-summ-life		20	40														0
Veil of Steel	429	0	1			1	1	46	38	xhl	Basinet		10	30000	blac			invgotterdamerung				tinkerflag2		25	35	ac%		400	500	ease		100	100	block		3	5	red-dmg%		10	15	res-all		50	50	ac		150	250	light		-2	-2																		0
Burial Mask of Marduuk	430	0	1			1	1	49	41	xsk	Death Mask		10	30000	lgld	lgld						tinkerflag2		25	35	allskills		2	2	manasteal		5	10	deadly/lvl	4			nofreeze		1	1	freeze		1	1	dmg-cold	200	150	200	gethit-skill	Bone Armor	25	30	lifesteal		5	10	pierce-cold		5	10										0
The Borgov's Skull	431	0	1			1	1	49	41	xh9	Grim Helm		10	30000	dgry	dgry		invbhmu				tinkerflag2		25	35	allskills		1	1	pierce-ltng		10	15	cast1		20	20	hp		111	111	dmg-undead		100	200	att-undead		100	200	att/lvl	10			hit-skill	Static Field	1	15	kill-skill	Hydra	25	40	res-ltng		40	60						0
Gotterdammerung	432	0	1			1	1	52	44	xhm	Winged Helm		11	35000	blac			invgotterdamerung				tinkerflag2		25	35	potion-bonus		-100	-100	item-skill-cooldown		20	30	all-stats		30	40	all-stats-percent		20	30	allskills		1	2	ac%		300	300	balance2		30	30																		0
Royal Circlet	433	0	1			1	1	57	49	xrn	Grand Crown		11	35000	dgld	dgld						tinkerflag2		25	35	ac%		90	150	ease		-40	-40	red-dmg%		10	15	hp/lvl	8			mana/lvl	8			enr		30	30	cast2		30	30	light		10	15	extra-mag2		20	25	allskills		1	2						0
Dwarven Spirits	434	0	1			1	1	55	48	xdw	Dwarven Helm		11	35000	dred	dred						tinkerflag2		25	35	ac%		50	200	skill	Summon Skeleton King	10	30	skill	SSummon Grizzly	10	30	skill	Summon Grizzly	10	30	extra-summ		10	20	passive-summ-phys-resist		5	10	allskills		1	1																		0
Servant's Leathers	435	0	1			1	1	69	58	yap	Hood		12	40000	dyel	dyel						tinkerflag2		25	35	strpercent		10	25	dexpercent		10	25	vitpercent		10	25	enepercent		10	25	res-all		30	40	ac		300	300	allskills		2	4	hp		100	100	mana		100	100										0
Beowulf's Mask	436	0	1			1	1	70	59	ykp	Fedora		13	45000	lyel	lyel		invbeoful				tinkerflag2		25	35	skilltab	9	1	5	att		200	200	swing1		30	30	ac%		80	120	dmg%		50	250	skilltab	12	1	5	skilltab	16	1	5	gethit-skill	Concentrate Proc	50	40														0
Golem Shell	437	0	1			1	1	72	60	ylm	Guardian Helm		13	45000	oran	oran		invhlmu				tinkerflag2		25	35	ac%		125	150	red-dmg		20	30	red-mag		10	15	oskill	IronGolem	1	1	oskill	Clay Golem	40	40	oskill	Golem Mastery	25	25	oskill	Summon Resist	1	1																		0
Arthur's Crown	438	0	1			1	1	82	75	yht	Enchanted Crown		13	45000	whit	whit						tinkerflag2		25	35	mana-kill		20	40	heal-kill		40	80	dmg-min		10	80	aura	Sanctuary	20	40	allskills		1	1	deadly/lvl	8			oskill	Teleport	1	1	dmg-undead		200	300	dmg-demon		200	300										0
Visor of the Tropics	439	0	1			1	1	73	61	yhl	Gladiator Helm		13	45000	cgrn	cgrn		invfhlu				tinkerflag2		25	35	allskills		1	1	oskill	Poison Mastery Passive	1	1	ac%		100	200	pierce		100	100	dmg-pois	250	1536	3072	pierce-pois		10	15	res-pois/lvl	8			red-dmg%		10	15	swing1		30	30	kill-skill	Poison Explosion	10	50						0
Diablo's Horns	440	0	1			1	1	77	65	ysk	Devil Mask		13	45000	cred	cred						tinkerflag2		25	35	allskills		1	1	slow		33	33	ac%		100	180	dmg-fire		400	600	kill-skill	Immolation	15	60	kill-skill	Conduit Proc	100	60	move2		30	30	dmg-ltng		1	1000	pierce-fire		10	30	pierce-ltng		10	30						0
Death's Cowl	441	0	1			1	1	79	69	yh9	Demon Skull		13	45000	blac			invbhmu				tinkerflag2		25	35	kill-skill-hidden	Death Cowl Counter	100	1	kill-skill-hidden	Death Cowl Heal	100	1	mythicaldescnoflag	1187	1	1	hit-skill	Decrepify	3	50	swing2		40	40	move2		40	40	allskills		2	2	deadly		50	50	str		30	50	enr		30	50						0
Spirit of Genghis Khan	442	0	1			1	1	75	62	yhm	Tusk Helm		13	45000	oran	oran						tinkerflag2		25	35	skilltab	13	3	7	skilltab	20	3	7	skilltab	10	3	7	skilltab	16	3	7	skilltab	1	3	7	oskill	Claw Mastery	1	5	kill-skill-hidden	Genghis Khan Shock Wave	100	1	kill-skill-hidden	Genghis Khan Counter	100	1	mythicaldescnoflag	1188	1	1	ac%		200	300	swing2		30	30		0
Arreat's Faceplate	443	0	1			1	1	76	63	yrn	Royal Crown		13	45000	dblu	dblu						tinkerflag2		25	35	aura	Holy Freeze	15	30	aura-hidden	Arreat Faceplate Aura	1	1	mythicaldescnoflag	1189	1	1	ease		-100	-100	nofreeze		1	1	freeze		5	5	cast2		30	40	ac%		200	300	coldskill		2	4										0
Bruenor's Cranium	444	0	1			1	1	83	73	ydw	Dwarven Battle Helm		13	45000	blac			invbruenors				tinkerflag2		25	35	ac		200	300	move2		25	25	str		25	75	hp%		15	15	slow		20	20	dmg-undead		200	300	dmg-demon		200	300	sock		4	4	gold%		100	100	mag%		100	100	strpercent		10	20		0
The Rainbow Cloak	445	0	1			1	1	7	2	clk	Cloak		6	10000	lpur			invrainbowcloak				tinkerflag2		25	35	str		10	40	dex		10	40	vit		10	40	enr		10	40	res-all		10	40	res-fire/lvl	4			res-ltng/lvl	4			res-cold/lvl	4			res-pois/lvl	4			ac		25	100						0
Zuez Padding	446	0	1			1	1	9	7	qui	Quilted Armor		6	10000	dgry			invzuezpadding				tinkerflag2		25	35	str		20	40	red-dmg		5	10	red-mag		5	10	dmg-norm		5	10	dmg-ltng		1	50	res-ltng		40	50	ac		100	100																		0
Gecko's Leather	447	0	1			1	1	16	12	lea	Leather Armor		7	15000	dred	dred						tinkerflag2		25	35	ac%		80	120	move2		20	30	regen		150	250	hp/lvl	8			hp		50	100	res-fire		20	30	res-cold		20	30																		0
Ragegarb	448	0	1			1	1	19	14	hla	Hard Leather		7	15000	cred	cred						tinkerflag2		25	35	ac		100	100	swing2		20	20	deadly/lvl	4			ac/lvl	16			crush/lvl	4			lifesteal		5	10	vit		20	30																		0
Rathma's Protector	449	0	1			1	1	22	16	stu	Studded Leather		8	20000	lgrn	lgrn						tinkerflag2		25	35	regen		200	300	regen-mana		100	150	res-pois-len		50	50	res-pois		40	50	res-mag		15	20	ease		-100	-100	move2		20	20																		0
Mail of the Shadows	450	0	1			1	1	19	14	rng	Ring Mail		7	15000	dgrn	dgrn						tinkerflag2		25	35	ac%		50	75	light		-3	-3	extra-mag2		10	15	dmg-mag		50	75	ease		-20	-20	gethit-skill	Bone Armor	50	10	gethit-skill	Fade	15	10	red-mag		10	10	ac/lvl	8			sock		2	2						0
Fearless Garb	451	0	1			1	1	20	15	scl	Scale Mail		8	20000	cgrn	cgrn						tinkerflag2		25	35	ac%		30	60	res-all		20	30	res-cold		10	20	knock		1	1	hp%		15	20	red-dmg%		10	15	red-mag		10	15	nofreeze		1	1	move2		30	30										0
Mail of the Sun	452	0	1			1	1	23	17	chn	Chain Mail		8	20000	lyel	lyel						tinkerflag2		25	35	ac		100	150	block		1	3	light		10	15	dmg-ltng		1	75	dmg-fire		25	50	res-ltng		30	50	res-fire		30	50	hit-skill	Conduit Proc	10	20	kill-skill	Pole Arm Mastery	4	13	ac/lvl	8								0
Rasputin's Chestplate	453	0	1			1	1	27	20	brs	Breast Plate		8	20000	dyel	dyel						tinkerflag2		25	35	res-all		30	40	strpercent		10	20	dexpercent		10	20	hp		10	50	mana		10	50	mag%		40	80	gold%		40	80	ac/lvl	32			mag%/lvl	8			gold%/lvl	8			enepercent		10	20		0
Darkmage's Robe	454	0	1			1	1	36	26	rob	Robe		9	25000	blac	blac						tinkerflag2		25	35	cast2		20	20	regen-mana		50	100	red-mag		15	20	red-dmg		5	10	sor		2	2	enr/lvl	12			res-pois-len		75	75	half-freeze		1	1	ac		100	250										0
Krujoy's Mail	455	0	1			1	1	30	22	spl	Splint Mail		9	25000	lgld	lgld						tinkerflag2		25	35	allskills		1	1	all-speeds		30	40	res-elem		30	30	ac/lvl	32			curse-res		30	40																										0
Flashpoint Armor	456	0	1			1	1	35	26	plt	Plate Mail		9	25000	dgld	dgld						tinkerflag2		25	35	kill-skill	Fire Surge	17	10	kill-skill	Cold Surge	17	10	ac%		150	150	abs-fire		10	20	abs-cold		10	20	kill-skill	Time Stop	100	1	fireskill		1	1	coldskill		1	1														0
Ironlord's Plate	457	0	1			1	1	38	28	fld	Field Plate		9	25000	lpur			invfld				tinkerflag2		25	35	ac		300	300	red-dmg		10	20	red-dmg%		10	20	ease		100	100	mana%		20	30	nofreeze		1	1	move2		-30	-30	hp		100	150														0
Plate of Spikes	458	0	1			1	1	39	29	gth	Gothic Plate		9	25000	dpur	dpur						tinkerflag2		25	35	gethit-skill	Arrow Hit Skill	100	30	slow		15	25	aura	Thorns	5	15	red-dmg		15	20	res-all		20	30	thorns		300	400	thorns/lvl	80																				0
Frozen Soulbearer	459	0	1			1	1	39	29	ltp	LightPlate		9	25000	cblu			invfrozensoulbearer				tinkerflag2		25	35	oskill-hidden	Frozen Soul	1	1	aura-hidden	Frozen Soul	1	1	mythicaldesc	1193	1	1	dmg-norm		20	30	coldskill		1	2	pierce-cold		10	15	nofreeze		1	1	ac%		100	125	res-cold		30	40										0
Spikes of the Rhyno	460	0	1			1	1	32	24	shl	Spiked Shoulder		7	15000	dgry	dgry						tinkerflag2		25	35	hit-skill	Arrow Hit Skill	10	10	crush/lvl	6			hp/lvl	16			res-all		10	20	dex		10	30																										0
Lightbringer's Revenge	461	0	1			1	1	38	28	ful	Full Plate Mail		9	25000	oran	oran						tinkerflag2		25	35	ac%		75	150	res-all		10	20	swing2		30	30	balance3		30	30	light		15	20	dmg-ltng		1	200	dmg-ltng/lvl	40			pierce-ltng		5	10	extra-mag2		5	15	allskills		1	1						0
Corrupted Sanctuary	462	0	1			1	1	37	30	elv	Elven Chain		9	25000	blac	blac						tinkerflag2		25	35	aura-hidden	Corrupted Sanctuary Aura	1	1	mythicaldescnoflag	1190	1	1	magicskill		1	2	abs-elem%		3	5	res-all		30	40	heal-kill		40	50	regen		200	300	move2		-20	-20	ac%		200	250										0
Steel of Legends	463	0	1			1	1	38	28	aar	Ancient Armor		9	25000	dblu	dblu						tinkerflag2		25	35	ac%		150	200	allskills		1	3	balance1		30	30	str		30	50	dex		30	50	ac%/lvl	16			vit		30	50	lifesteal		5	10	manasteal		5	10	enr		30	50						0
Shroud of Azalin	464	0	1			1	1	49	41	xlk	Summoner's Cloak		10	30000	cblu			invazalin				tinkerflag2		25	35	hit-skill	Magic Brand	10	10	extra-mag2		30	40	allskills		1	2	mana-kill		20	30	res-all		20	30	all-stats		20	30	cast2		30	30	swing2		30	30	kill-skill	Magic Surge	100	15	ease		-100	-100	move2		30	30		0
Robe of the White Mage	465	0	1			1	1	36	28	xui	Ghost Armor		9	25000	whit	whit		invqlt				tinkerflag2		25	35	ac%		80	130	ease		-100	-100	res-ltng		30	60	res-ltng-max		1	3	dmg-ltng		1	500	cast3		20	40	kill-skill	Mace Mastery	15	30	lightningskill		1	3	swing2		20	30	dmg-ltng/lvl	48			pierce-ltng		10	15		0
Black Armor	466	0	1			1	1	37	29	xea	SerpentSkin Armor		9	25000	blac	blac						tinkerflag2		25	35	red-dmg%		10	20	red-dmg		20	40	ease		100	100	enr		-10	-10	oskill	Dodge	1	1	dodge		5	5	dmg-undead		200	400	dmg-demon		200	400	att%		50	100	ac%		100	150	dmg%		50	100		0
Demon Skin	467	0	1			1	1	39	31	xla	Demonhide Armor		9	25000	cred	cred						tinkerflag2		25	35	oskill	Avoid	3	3	skill	Avoid	12	12	ac%		200	300	red-mag		20	40	regen		400	500	nofreeze		1	1	swing2		40	40	all-stats		20	30	gethit-skill	Cloak of Shadows	10	30	red-dmg		20	40						0
Palashia's Defense	468	0	1			1	1	41	33	xtu	Tresllised Armor		10	30000	lgry			invpalashiadefense				tinkerflag2		25	35	gethit-skill	Petrify	100	10	ac		200	300	res-all		30	40	balance2		40	40	move2		20	30	swing2		20	30	nofreeze		1	1	dmg-cold	125	300	400														0
Robe of the Phoenix	469	0	1			1	1	43	35	xng	Linked Mail		10	30000	dred			invrobephoenix				tinkerflag2		25	35	fireskill		2	3	pierce-fire		10	15	gethit-skill	Conflagrate	5	20	regen		300	400	hp/lvl	16			ac/lvl	24			red-dmg%		10	10	red-dmg		20	30	res-fire		50	50										0
Ancient Guardian	470	0	1			1	1	45	37	xcl	Tigulated Mail		10	30000	dpur	dpur						tinkerflag2		25	35	res-all-max		2	5	res-all		40	60	mana%		30	50	ac-miss		500	500	ac%/lvl	40			indestruct		1	1	move2		30	30	gethit-skill	Battle Orders	5	25														0
Armor of the Wind	471	0	1			1	1	46	38	xhn	Mesh Armor		10	30000	lblu			invarmorwind				tinkerflag2		25	35	gethit-skill	Wind Surge	50	15	dru		1	2	sor		1	2	gethit-skill	Cold Surge	50	15	extra-wind		20	30	pierce-cold		10	15	move2		50	50	slow		15	25	kill-skill	Sandstorm	5	30	ac%		100	150	kill-skill	Raging Gale	5	30		0
Scarab Demon Carapace	472	0	1			1	1	49	41	xrs	Cuirass		10	30000	dgry	dgry						tinkerflag2		25	35	death-skill	Poison Surge	100	60	pierce-pois		10	15	hit-skill	Poison Surge	2	40	gethit-skill	SNova	25	40	pierce-ltng		10	15	lightningskill		1	3	poisonskill		1	3	res-pois-len		50	75	res-ltng		50	75	ac%		150	200						0
Wisdom's Wrap	473	0	1			1	1	57	50	xrb	Mage Robe		11	35000	whit	whit						tinkerflag2		25	35	allskills		1	1	sor		1	2	skill-rand	15	453	487	ac%		100	150	red-dmg		1	50	red-mag		1	50	res-ltng-max		1	3	res-ltng		75	75	res-mag		15	15	mana%		30	30	enr		15	15		0
Mountain's Skin	474	0	1			1	1	50	42	xpl	Russet Armor		11	35000	oran	oran						tinkerflag2		25	35	ac%		120	170	red-dmg%		10	15	res-pois-max		1	3	res-cold-max		1	3	res-pois		50	60	res-cold		50	60	str		30	50	skilltab	14	1	6	gethit-skill	Taunt	3	45	enr		30	50						0
Arkaine's Valor	475	0	1			1	1	53	45	xlt	Templar Coat		11	35000	dgrn	dgrn						tinkerflag2		25	35	ac%		150	200	hp%		10	20	red-dmg%		20	20	balance3		30	30	vit/lvl	8			allskills		2	3	vitpercent		10	20																		0
Armor of the Deep	476	0	1			1	1	56	48	xld	Sharktooth Armor		11	35000	cblu	cblu						tinkerflag2		25	35	pierce-cold		15	20	gethit-skill	Chilling Armor	1	60	manasteal		10	15	res-cold		50	75	regen		500	500	regen-mana		100	100	mana%		20	40	res-mag		5	10	red-dmg%		5	10	ac%		200	300						0
Piotyr's Plate	477	0	1			1	1	59	51	xth	Embossed Plate		11	35000	lgry	lgry						tinkerflag2		25	35	ac%		60	100	res-all		10	75	ease		-100	-100	red-dmg		10	50	red-mag		10	50	mag%		1	300	gold%		1	300	hp		10	300	mana		10	300	sock		0	3						0
Templar Protector	478	0	1			1	1	59	51	xtp	Mage Plate		11	35000	lgld	lyel		invtemplarprotector				tinkerflag2		25	35	ac%		90	110	allskills		2	3	mana		100	200	ease		-40	-40	light		5	10	mana/lvl	8			mana%		10	50	oskill	Energy Shield	10	20														0
The Iron Maiden	479	0	1			1	1	55	49	xhh	Thorned Armor		11	35000	blac	blac						tinkerflag2		25	35	gethit-skill-hidden	Iron Maiden Counter	100	1	att-skill	Spike Nova Proc	20	20	life-on-striking		2	3	red-dmg		30	50	thorns/lvl	80			thorns		500	1000	dmg-norm		20	50	mythicaldescnoflag	1191	1	1														0
Armor of the Dragon Mage	480	0	1			1	1	61	53	xul	Chaos Armor		12	40000	lred	lred						tinkerflag2		25	35	ease		150	150	oskill	Fire Mastery	1	1	oskill	Lightning Mastery	1	1	kill-skill	Fire Surge	25	40	kill-skill	Lightning Surge	25	40	pierce-fire		15	20	pierce-ltng		15	20	res-fire		40	50	res-ltng		40	50	res-fire-max		1	5	res-ltng-max		1	5		0
Drizzt's Mithril	481	0	1			1	1	60	50	xlv	Drow Adamantite Chain		12	40000	dgry	dgry						tinkerflag2		25	35	ease		-100	-100	oskill	Increased Speed	3	3	skill	Increased Speed	7	12	all-speeds		30	50	dexpercent		20	30	res-mag		10	20	dodge		5	10	ac		100	500	oskill	Sword Mastery	1	3										0
Demonspike Coat	482	0	1			1	1	63	55	xar	Ornate Armor		12	40000	blac	blac						tinkerflag2		25	35	ease		50	50	oskill	Poison Mastery Passive	1	1	pierce-pois		10	15	extra-pois		10	15	enepercent		20	40	hp		100	150	poisonskill		1	2																		0
Lothar's Cape	483	0	1			1	1	80	76	ylk	Enchanted Cloak		13	45000	lblu	lblu						tinkerflag2		25	35	gethit-skill	Time Lapse	5	5	aura	Salvation	5	10	allskills		2	3	kill-skill	Battle Orders	5	50	kill-skill	Shout	5	50	extra-summ		25	50	oskill	Lothar Wrath	10	20	ac%		200	300	hp		100	150	mana		100	150						0
Nightscape	484	0	1			1	1	69	60	yui	Padded Armor		12	40000	blac	blac						tinkerflag2		25	35	skilltab	19	3	3	balance3		60	60	ac		500	600	dmg-norm		30	40	item-skill-cooldown		20	30	res-all		20	40	allskills		1	1	hit-skill	Cloak of Shadows	3	60	swing2		50	50	res-all-max		2	5	red-dmg%		-10	-30		0
Cottonmouth Jacket	485	0	1			1	1	78	63	yea	Viper Skin		13	45000	dgry	dgry						tinkerflag2		25	35	hit-skill-hidden	Cottonmouth Jacket Buff	100	1	aura-hidden	Cottonmouth Jacket Aura	1	1	mythicaldescnoflag	1192	1	1	oskill	Charge	5	10	hit-skill-hidden	Cottonmouth Strike	100	1	pierce-pois		20	30	res-pois-len		75	75	ac%		200	250	move2		40	40	att		200	300	heal-kill		80	100		0
Hellrust	486	0	1			1	1	71	64	yla	Demon Carapace		13	45000	oran	oran						tinkerflag2		25	35	aura-hidden	Hellrust	100	100	oskill-hidden	Hellrust	100	100	mythicaldescnoflag	1194	1	1	dmg-mag		500	1000	magicskill		2	4	hit-skill	Magic Brand	5	1	res-mag		10	20	ac%		200	300	oskill	Magic Mastery	1	5	dmg-ac		-25	-50						0
Brilliance	487	0	1			1	1	72	68	ytu	Gemstoned Armor		13	45000	bwht	bwht						tinkerflag2		25	35	sock		4	4	res-fire		1	100	res-cold		1	100	res-ltng		1	100	res-fire-max		1	5	res-cold-max		1	5	res-ltng-max		1	5	all-stats		1	50	all-stats-percent		1	20	mythicaldescnoflag	1220	1	1	aura-hidden	Brilliance Aura	1	1		0
Chains of Binding	488	0	1			1	1	74	72	yng	Heavy Mail		13	45000	blac	blac						tinkerflag2		25	35	hit-skill	Evade	3	60	gethit-skill	Decrepify	33	60	slow		15	35	move2		-30	-10	ac%		200	400	freeze		5	5	kill-skill	Time Stop	33	40	dmg-norm		25	50	str		25	50	dex		25	50						0
Acero Frio	489	0	1			1	1	75	69	ycl	Dragon Scale		13	45000	dblu	dblu						tinkerflag2		25	35	dmg-min		50	75	att%		80	150	att		200	300	move2		40	40	swing2		40	40	nofreeze		1	1	pierce-cold		15	25	dmg-cold	250	500	1000	abs-cold%		3	5	dexpercent		15	25						0
Vulcanguard	490	0	1			1	1	77	70	yhn	Chain Shirt		13	45000	dred	dred						tinkerflag2		25	35	hp%		40	50	oskill	Righteous Fire	10	20	kill-skill	Fire Surge	100	30	pierce-fire		10	20	extra-fire		20	30	abs-fire%		4	5	res-fire-max		4	5	ac%		200	300														0
Atlastrust	491	0	1			1	1	77	78	yrs	Chest Guard		13	45000	blac	blac						tinkerflag2		25	35	oskill-hidden	Atlastrust Slam	1	1	aura-hidden	Atlastrust Slam	1	1	mythicaldescnoflag	1195	1	1	aura	Might	1	20	dmg%		50	150	ac%		300	300	ease		500	500	strpercent		1	50	str		1	100	lifesteal		20	30						0
Kaija's Gown	492	0	1			1	1	79	69	yrb	Archmage Robe		13	45000	whit	whit		invqlt				tinkerflag2		25	35	aura-hidden	Kaija Gown Aura	1	1	mythicaldescnoflag	1196	1	1	pierce-fire		1	30	pierce-cold		1	30	pierce-ltng		1	30	ac		2000	2000	red-dmg		30	50	red-mag		30	50	allskills		0	4	enr		1	100	dex		1	100		0
Hellforge's Finest	493	0	1			1	1	84	71	ypl	Demon Fleece		13	45000	dred	dred						tinkerflag2		25	35	kill-skill-hidden	Fire Surge Weapon Damage	100	1	pierce-fire		10	20	regen		800	1000	nofreeze		1	1	hit-skill	Fire Brand	5	10	ac		300	400	heal-kill		50	60	res-fire		75	75	mythicaldescnoflag	1197	1	1	kill-skill	Warm Up	100	30						0
Blanchwood Vest	494	0	1			1	1	75	71	ylt	Plated Cuirass		13	45000	blac	blac		invblanchwood				tinkerflag2		25	35	oskill	Corrupted Poison Nova	10	20	oskill	Poison Mastery Passive	1	10	cast2		30	50	pierce-pois		10	20	mana%		20	30	regen-mana		80	160	ac%		200	300	res-pois-len		100	100	dru		1	3	fireskill		1	2	coldskill		1	2		0
Aakta's Defense	495	0	1			1	1	84	72	yld	Combat Plate		13	45000	oran			invaaktadefense				tinkerflag2		25	35	ease		200	200	dmg-norm		30	60	oskill	Claw Mastery	10	20	aura	Thorns	10	30	thorns		1000	2000	red-dmg%		10	20	res-mag		10	20	dodge		5	10	move2		30	50										0
Leoric's Plate	496	0	1			1	1	84	74	yth	Royal Armor		13	45000	blac			invleoricsplate				tinkerflag2		25	35	ac%		200	300	res-all		30	60	res-all-max		1	3	dmg%		100	150	str		50	50	lifesteal		5	15	manasteal		5	15	ac		200	400	aura	Amplify Damage Aura	30	40										0
Robes of Power	497	0	1			1	1	84	75	ytp	Archmage Plate		13	45000	cblu	cblu						tinkerflag2		25	35	res-all		1	40	mana		1	200	res-all-max		1	5	allskills		1	3	hp%		1	50	hp		1	200	ac		1333	1333	oskill	Teleport	1	1	skill-rand	20	418	662	skill-rand	20	418	662	skill-rand	20	418	662		0
Deflective Spikes	498	0	1			1	1	75	71	yhh	Spiked Armor		13	45000	blac	blac						tinkerflag2		25	35	abs-fire%		1	5	abs-cold%		1	5	abs-ltng%		1	5	curse-res		100	100	abs-mag%		1	5	red-dmg%		20	30	thorns/lvl	200			gethit-skill	Time Stop	100	10	gethit-skill	Arrow Hit Skill	100	40	gethit-skill	Spike Nova Proc	33	40						0
Izeal's Vise	499	0	1			1	1	79	75	yul	Ceremonial Armor		13	45000	whit	whit		invfulu				tinkerflag2		25	35	ac		400	800	allskills		1	2	ease		-30	-30	sock		2	2	aura	Conviction	5	25	ignore-undead-resist		1	1	gethit-skill	Super Nova	2	60	mythicaldescnoflag	1198	1	1	oskill-hidden	Izeal Vise Contraptions	1	1	aura-hidden	Izeal Vise Contraptions	1	1						0
