Missile	Id	pCltDoFunc	pCltHitFunc	pSrvDoFunc	pSrvHitFunc	pSrvDmgFunc	SrvCalc1	*srv calc 1 desc	Param1	*param1 desc	Param2	*param2 desc	Param3	*param3 desc	Param4	*param4 desc	Param5	*param5 desc	CltCalc1	*client calc 1 desc	CltParam1	*client param1 desc	CltParam2	*client param2 desc	CltParam3	*client param3 desc	CltParam4	*client param4 desc	CltParam5	*client param5 desc	SHitCalc1	*server hit calc 1 desc	sHitPar1	*server hit param1 desc	sHitPar2	*server hit param2 desc	sHitPar3	*server hit param3 desc	CHitCalc1	*client hit calc1 desc	cHitPar1	*client hit param1 desc	cHitPar2	*client hit param2 desc	cHitPar3	*client hit param3 desc	DmgCalc1	*damage calc 1	dParam1	*damage param1 desc	dParam2	*damage param2 desc	Vel	MaxVel	VelLev	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	animrate	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	*CollisionOverlap	ClientSend	NextHit	NextDelay	xoffset	yoffset	zoffset	Size	SrcTown	CltSrcTown	CanDestroy	ToHit	AlwaysExplode	Explosion	Town	NoUniqueMod	NoMultiShot	Holy	CanSlow	ReturnFire	GetHit	SoftHit	KnockBack	Trans	Pierce	MissileSkill	Skill	ResultFlags	HitFlags	HitShift	ApplyMastery	SrcDamage	Half2HSrc	SrcMissDmg	MinDamage	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDamage	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	MinELev1	MinELev2	MinELev3	MinELev4	MinELev5	Emax	MaxELev1	MaxELev2	MaxELev3	MaxELev4	MaxELev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood	DamageRate	TravelSound	HitSound	*OnDiedSound	ProgSound	ProgOverlay	ExplosionMissile	SubMissile1	SubMissile2	SubMissile3	HitSubMissile1	HitSubMissile2	HitSubMissile3	HitSubMissile4	CltSubMissile1	CltSubMissile2	CltSubMissile3	CltHitSubMissile1	CltHitSubMissile2	CltHitSubMissile3	CltHitSubMissile4	*MissileWeaponVFX	EOL
twinfangsfirebolt	1214	1		1		1																																									90						25	25			8				128	255	128	0	0	0	Javelin	1024	8	16					3			1		1								2					1											1			Twin Fangs Fire	4	32	8																		fire	3	3	6	9	12	12	6	6	9	12	15	15	(100+(skill('Summon Spirit Wolf'.blvl)+skill('Contagion'.blvl)+skill('Call of the Wild'.blvl)+skill('Summon Grizzly'.blvl))*5)*(100+skill('Twin Fangs Fire'.pst1))/100-100					32	32																								0
twinfangscoldnova	1215	1	25	1	20																												7	range (0=skill)	0	max (0 = skill)					7	range (0=skill)	0	max (0 = skill)																	255	255	255	0	0	0	Expansion\Mindblast	1024	10	16										1								1					1											1																																											32												twinfangscoldbolt							twinfangscoldbolt					0
twinfangscoldbolt	1216	1		1		1																																									90						25	25			8				128	255	128	0	0	0	Javelin	1024	8	16					3			1		1								2					1											1			Twin Fangs Cold	4	32	8																		cold	3	3	6	9	12	12	6	6	9	12	15	15	(100+(skill('Summon Spirit Wolf'.blvl)+skill('Contagion'.blvl)+skill('Call of the Wild'.blvl)+skill('Summon Grizzly'.blvl))*5)*(100+skill('Twin Fangs Cold'.pst1))/100-100	25	5	5	5	48	32																								0
ferociousbite	1217	1	4	1	5																												64								64																				0	0	0	0	0	1	null	1024	15	16										1								1					1											1																																											32												ferociousbitenova							ferociousbitenova					0
ferociousbitenova	1218	1	25	1	20																												7		0						7		0																		255	255	255	0	0	0	Expansion\Mindblast	1024	10	16										1								1					1											1																																											32												ferociousbitebolt							ferociousbitebolt					0
ferociousbitebolt	1219	1		1																																																	25	25			8				128	255	128	0	0	0	Javelin	1024	8	16					3			1		1								2					1											1			Ferocious Bite	4	32	8																																				12	32																								0
thunderclaws	1220	1	25	1	20																												9	range (0=skill)	0	max (0 = skill)					9	range (0=skill)	0	max (0 = skill)																	0	0	0	0	0	1	null	1024	15	16										1								1					1											1																																											32												thunderclawsbolt							thunderclawsbolt					0
thunderclawsbolt	1221	1		1		1																																									90						25	25			8				128	255	128	0	0	0	Javelin	1024	8	16					3			1		1								2					1							1	1			1			Thunderclaws	4	32	8																																				64	32																								0
callofthewild	1222	19	4	15	5				1		1										1		1										1								1																1				0	0	0	0	0	1	null	1024	15	16										1								2					1								1			1																																											32									callofthewildinvisspawner			callofthewildbolt				callofthewildinvisspawner			callofthewildbolt					0
callofthewildinvisspawner	1223	19		15					5		12										5		12																																		50				0	0	0	0	0	1	null	1024	15	16										1								2					1								1			1																																											32									callofthewildinvisnova							callofthewildinvisnova								0
callofthewildinvisnova	1224	1	4	1	5																												1								1												70	70			2				0	0	0	0	0	1	null	1024	15	16										1								2					1								1			1																																											32												callofthewildinvisbolt							callofthewildinvisbolt					0
callofthewildinvisbolt	1225	1		1	18																																																40	40			35				255	255	255	0	0	0	Expansion\Mindblast	1024	10	16					3		1			1								3					1								1			1			Call of the Wild																																								32																								0
callofthewildbolt	1226	1		1	18																																																25	25			15				255	255	255	0	0	0	Expansion\Mindblast	1024	10	16					3		1			1								2					1								1			1			Call of the Wild																																								32			barbarian_circle_1																					0
whirlpool	1227	19	4	15	5																												2								2																				0	0	0	0	0	1	null	1024	15	16										1								2					1											1																																											32									whirlpoolfuryspawner			whirlpoolfury				whirlpoolfuryspawner			whirlpoolfury					0
whirlpoolfury	1228	20	25	16	20	2			15		4										15		4										10	range (0=skill)	1	max (0 = skill)					10	range (0=skill)	1	max (0 = skill)					100				35	35			20				0	0	0	0	0	1	null	1024	15	16					3					1								2					1								1			1			Whirlpool																					cold																			32												whirlpoolbolt							whirlpoolbolt					0
whirlpoolbolt	1229	1		1		2																																											100				35	35			10				0	0	0	0	0	1	null	1024	15	16					3					1								2					1								1			1			Whirlpool																					cold																			32																								0
whirlpoolfuryspawner	1230	1	4	1	5																												8								8																				0	0	0	0	0	1	null	1024	15	16										1								2					1											1																																											32												whirlpoolfurydebuff							whirlpoolfurydebuff					0
whirlpoolfurydebuff	1231	1		15					7		1																																										25	25			15				0	0	0	0	0	1	null	1024	15	16					3					1								2					1											1																																											32									sandstormdrunova															0
contagion	1232	1	4	1	5																												1								1																				0	0	0	0	0	1	null	1024	15	16										1								2					1											1																																											32												contagionbolt							contagionbolt					0
contagionbolt	1233	1		1																																																	5	5			25				0	0	0	0	0	1	null	1024	15	16					3					1								3					1											1			Contagion																																								32																								0
showerofrocks	1234	50		28					2	damage freq (0 = look at skill)	9	radius (0 = look at skill)	1	start frame	120	end frame	30	lob			2	damage freq (0 = look at skill)	9	radius (0 = look at skill)	1	start frame	120	end frame	30	lob																											20				0	0	0	0	0	1	Expansion\volcano_base	1024	30	16		1	17	18	3				1			1						1	1	25																																																									1									showerofrocksmeteorspawn							showerofrocksmeteorspawn								0
showerofrocksmeteorspawn	1235	1	51	1	45																												1	# of missiles							1	# of missiles											50	50			10				0	0	0	0	0	1	expansion\volcano_rock	1024	15	16								1										1				1	1											1																																											1												showerofrocksmeteorcenter							showerofrocksmeteorcenter					0
showerofrocksmeteorcenter	1236	9	18	1	5																8	frames	45	fallrate	1	sliderate							64	range (0 = skill)	1	flames increment					1	# submissile1	1	# submissile3	1	# submissile4											5		4		255	64	64	0	0	1	CeilingChunkFall01	1024	17	16					3	1		1		1		1						1				1	1											1																																										7	1												showerofrocksexpnova				andyfallingdebris3			showerofrocksexpnova					0
showerofrocksexpnova	1237	1	4	1	5																												8								8																				0	0	0	0	0	0	CeilingChunkFall01	1024	1	16					3			1		1		1						1					1	1																																																					1												showerofrocksmeteorexp							obliteratevisual					0
showerofrocksmeteorexp	1238	1		1																																																	40	40			5				0	0	0	0	0	0	CeilingChunkFall01	1024	1	16					3			1										3				1	1											1			Shower of Rocks																																							7	1																								0
showerofrocksvisual	1239	1	10	1																																													0	stun len (0 = skill)			5	5			8				192	192	192	1	0	0	WarcryShockwave	1024	16	16								1										1																1																																											32							doubledamage1																	0
firenovagolem	1240	1	4	1	5																												12								12																				255	255	255	0	0	0	null	1024	1	16					3			1		1								1					1											1																																											1												firenovagolemspawner							firenovagolemspawner					0
firenovagolemspawner	1241	20	30	16	29																												64								64												25	25			10				81	81	255	0	0	0	FrostNova	1024	14	16					3													2					1											1			Fire Nova Golem																																							32	32												firenovagolemfury							firenovagolemfury					0
firenovagolemfury	1242	1	25	1	20				15		3										15		3										13	range	3	max targets					13	range	3	max targets																	81	81	255	0	0	0	FrostNova	1024	14	16					3					1								1					1											1																																											32												firenovagolembolt							firenovagolembolt					0
firenovagolembolt	1243	1		1																																																	25	25			15				81	81	255	4	4	0	FrostNova	1024	14	16					3					1								2					1											1			Fire Nova Golem																																							32	32																								0
skeletonbite	1244	1	25	1	20																												7		5						7		5																		255	255	255	0	0	0	Expansion\Mindblast	1024	10	16										1								2					1											1			Skeleton Bite																																								32												skeletonbitebolt							skeletonbitebolt					0
skeletonbitebolt	1245	1		1																																																	70	70			3				128	255	128	0	0	0	Javelin	1024	8	16					3					1								2					1											1			Skeleton Bite	4	32	8																																				7	32																								0
necromagepoison	1246	19		15					3		11										3		11																																		15				255	255	255	0	0	0	null	1024	1	16					3			1		1			1	2				1					1											1																																											1									necromagepoisonspawner							necromagepoisonspawner								0
necromagepoisonspawner	1247	1	30	1	29																												64								64												15	15			15				81	81	255	0	0	0	FrostNova	1024	14	16					3								1	2				1					1											1			NecromageMissilePoison																																							32	32												necromagepoisonfury							necromagepoisonfury					0
necromagepoisonfury	1248	1	25	1	20																												10	range	1	max targets					10	range	1	max targets																	81	81	255	0	0	0	FrostNova	1024	14	16					3					1			1	2				1					1											1																																											32												necromagepoisonbolt							necromagepoisonbolt					0
necromagepoisonbolt	1249	1		1																																																	15	15			20				81	81	255	0	0	0	FrostNova	1024	14	16					3					1			1	2				1					1											1			NecromageMissilePoison																																							32	32																								0
necromagelightningone	1250	1	25	1	20																												10	range	3	max targets					10	range	3	max targets									30	30			10				81	81	255	0	0	0	FrostNova	1024	14	16					3	1				1			1	1				1					1											1			NecromageMissileLightning	4		8																																					32												necromagelightningtwo							necromagelightningtwo					0
necromagelightningtwo	1251	1		1																																																	30	30			10				81	81	255	0	0	0	FrostNova	1024	14	16					3	1				1			1	1				1					1											1			NecromageMissileLightning	4		8																																					32																								0
necromagecold	1252	1		1																																																	70	70			4				255	255	255	0	0	0	null	1024	1	16					3					1			1	1				3					1											1			NecromageMissileCold																					cold																			1																								0
